id,name,address,description,locked,under_repair,working_hours,working_all_time,phone,latitude,longitude,url,paid,paid_value,paid_description,accessibility_id,score,plug_share_id,created_at,updated_at,company_id,provider_id,provider_type,available_id,deleted_at,user_id,is_fast,is_single_charging_station,country_id,area_id,city_id,is_geo_processed,is_hidden,is_disappeared_in_provider,landing_url_button_action,icon_type,exist_connectors/0,is_new,preview_photo,connector_stats/all,connector_stats/busy,connector_stats/failed,color_availability_scheme,available_for_humans,serving_company/id,serving_company/name,serving_company/url,serving_company/phone,serving_company/email,serving_company/google_play_url,serving_company/app_store_url,serving_company/party_id,serving_company/user_id,serving_company/is_messages_enabled,serving_company/image_url,exist_connectors/1,exist_connectors/2,exist_connectors/3,exist_connectors/4
36,Фил (Coming Soon),"Россия, Московская область, городской округ Мытищи, деревня Афанасово, Невская улица, 25",,false,true,,false,,55.958542413598096,37.59375639259815,,false,,,0,0,314122,2022-04-18T18:30:46.704+02:00,2022-09-29T15:10:26.960+02:00,,,,0,,,false,false,1,7,6,false,false,false,,public_station,Tesla US,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
37637,Будка охраны,"Россия, Краснодарский край, Армавир",Розетка 220в у будки охраны. 100 рублей в сутки,false,false,,false,,44.96328709220306,41.06565815282485,,true,,,0,,,2022-08-28T17:45:24.769+02:00,2022-09-29T15:10:26.970+02:00,,,,0,,155,false,false,1,88,934,true,false,false,,public_station_paid,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
1672,Rapla Hepa,"Tallinna maantee 2a, unknown, 79530, EST",50kW CHAdeMO / CCS station,false,false,24h,true,+37258200114,59.00972,24.795766,,false,,"0,24€ / kWh",0,0,290605,2022-04-18T18:30:53.261+02:00,2022-09-29T15:10:26.974+02:00,,,,0,,,true,false,19,118,,true,false,false,,public_station_fast,CHAdeMO,false,,2,0,0,#FE6E00,Работает,,,,,,,,,,,,CCS,,,
537,Зарядка по договоренности,"улица Юбилейная, Оса, Пермский край, Россия",,false,false,,false,,57.281305,55.479122,,false,,,0,0,154029,2022-04-18T18:30:48.915+02:00,2022-09-29T15:10:26.976+02:00,,,,0,,,false,false,1,33,244,false,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
4755,"Роснефть комплекс с Мотелем, кафе","Россия, Краснодарский край, Кореновское городское поселение","Расположение: на Ростов-на-Дону
Роснефть комплекс с Мотелем, кафе. 2 столбика по 2 розетки Type2 сзади АЗС. Нужен свой кабель.
Бесплатно. ",false,false,,true,,45.49502435847323,39.42144278436899,,false,,,0,10,89072,2022-04-18T18:31:03.257+02:00,2022-09-29T15:10:26.973+02:00,,,,0,,,false,false,1,88,,true,false,false,,public_station,Type 2,false,,4,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
2433,,"ул. Коммунистическая, Д. 46к4, 46 корпус 4, Сыктывкар, Респ. Коми, Россия, 167001",,false,false,,false,,61.663051,50.809378,,false,,,1,0,355618,2022-04-18T18:30:56.078+02:00,2022-09-29T15:10:26.977+02:00,,,,0,,,false,false,1,176,245,false,false,false,,home_station,Type 1,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
723,Meat Jagger,"ул. Советская, 36",,false,false,,false,,54.87218,69.128041,,false,,,0,0,332604,2022-04-18T18:30:49.684+02:00,2022-09-29T15:10:26.977+02:00,,,,0,,,false,false,25,177,247,false,false,false,,public_station,Type 1,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,Tesla US,,,
61,Gazpromneft,"Sergiev Posad, Yaroslavskoe sh, 24",,false,false,,false,,56.343008,38.169,,false,,,0,0,193341,2022-04-18T18:30:46.815+02:00,2022-09-29T15:10:26.982+02:00,,,,0,,,false,false,1,7,10,false,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
8845,"Ул. Пономаренко, 52 (TZone)","Минск, Фрунзенский район, Ул. Пономаренко 52",,false,false,,false,,53.8942171596948,27.475190278033466,,false,,,0,,,2022-05-17T19:47:51.749+02:00,2022-11-16T22:01:43.261+01:00,13,167927,malanka,0,,,true,false,5,11,1667,true,false,false,,public_station_fast,Type 2,false,,6,1,0,#03C03C,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CHAdeMO,CCS 2,,
2374,Lumme Energia Kauppatori 2,"Kauppatori 2, 57130 Savonlinna",,false,false,,false,,61.868632,28.886101,,false,,,0,9,138969,2022-04-18T18:30:55.785+02:00,2022-09-29T15:10:26.984+02:00,,,,0,,,false,false,10,95,,true,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
38703,СК Альметьевск (АЗС-78),"Альметьевск, Полевая улица, 3",,false,false,,false,,54.89993512874868,52.31930584722132,,false,,,0,,,2022-11-14T09:44:12.098+01:00,2022-11-16T22:16:33.688+01:00,45,1667403886,azs.sk,0,,,true,false,1,75,94,true,false,false,,public_station_fast,CCS 2,true,,3,0,0,#FE6E00,Работает,45,ЭЗС СК,,,,https://play.google.com/store/apps/details?id=ru.gridcomrt.car&hl=af&gl=US&pli=1,https://apps.apple.com/ru/app/%D1%8D%D0%B7%D1%81-%D1%81%D0%B5%D1%82%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F/id1643700958,,7590,false,https://2chargers.net/uploads/companies/2022-11-10/04f40ebf-a0cf-4edb-9204-0c43fd53c99b.png,GB/T DC,CHAdeMO,,
8872,"Ул. Чечерская, 1Б (TZone)","Гомель, Центральный район, Ул. Чечерская 1б",,false,false,,false,,52.46254905914048,31.038172258197044,,false,,,0,,,2022-05-17T19:47:59.483+02:00,2022-11-16T22:02:18.108+01:00,13,167978,malanka,0,,,true,false,5,138,1789,true,false,false,,public_station_fast,CHAdeMO,false,,2,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CCS 2,,,
6106,"Звездная 6, 1 Подъезд elemob.ru","ул. Звездная, 6, Пангоды, Ямало-Ненецкий автономный округ, Россия, 629757",Частная зарядная станция. Доступ картой. По звонку.,false,false,,true,+79129156999,65.85272,74.475686,,false,,12,1,0,357544,2022-04-18T18:31:06.721+02:00,2022-09-29T15:10:26.999+02:00,,,,0,,,false,false,1,34,249,false,false,false,,home_station,Type 1,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
8947,Островец (TZone),"Островец, Островецкий район, Ул. Володарского 59",,false,false,,false,,54.61496576564147,25.97924406121968,,false,,,0,,,2022-05-17T19:59:13.690+02:00,2022-11-16T22:04:01.671+01:00,13,204668,malanka,0,,,true,false,5,9,182,false,false,false,,public_station_fast,CHAdeMO,false,,2,0,0,#FE6E00,Работает,13,Malanka,https://malankabn.by/,+375296431431,malanka@beloil.by,https://play.google.com/store/apps/details?id=by.belorusneft.driverapp&hl=ru,https://apps.apple.com/by/app/malanka/id1496577413,MAL,1890,false,https://2chargers.net/uploads/companies/2022-08-03/06ad3d6a-720d-4e22-90c5-67057d941418.png,CCS 2,,,
37284,Зарядная станция: 21211521,"ул. Свободы, 27, левая, Ярославль, Ярославская обл., 150000",,false,false,,false,,57.6253632,39.87497209999999,,false,,,0,,,2022-07-28T11:45:03.792+02:00,2022-11-16T22:16:10.462+01:00,12,9d821702-7de0-4aa4-8257-e15a418f50a2,plug.me,0,,,false,false,1,103,500,false,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,12,PlugMe,https://plugme.ru/,88002509779,,https://play.google.com/store/apps/details?id=com.plugme,https://apps.apple.com/ru/app/plugmenow/id1541521419,PME,3815,false,https://2chargers.net/uploads/companies/2022-08-03/38303f22-e514-4a0e-9bec-0c244c76e6e7.png,,,,
37561,Энергия Москвы,"Москва, Соловьиная Роща, 8к1",,false,false,,false,,55.891981672927756,37.399098813533406,,false,,,0,,,2022-08-26T21:00:38.478+02:00,2022-09-27T09:38:25.410+02:00,8,839ab46820b524afda05122893c2fe8e,EnergyOfMoscow,0,,,false,false,1,10,1666,true,false,false,https://moscowtransport.app/echarge?id=289&referer=yandex_maps,public_station,Type 2,false,,1,0,0,#03C03C,Работает,8,Энергия Москвы,https://transport.mos.ru/electro,84955395454,electro@mos.ru,https://play.google.com/store/apps/details?id=ru.mosgorpass&hl=ru,https://apps.apple.com/ru/app/id1227002793?mt=8,EOM,5419,false,https://2chargers.net/uploads/companies/2022-08-24/f58713ea-0c3c-4021-8afc-97bad5d2f5d7.png,,,,
37283,Selgros (Казань),"420125, Россия, Татарстан, Казань, Мамадышский Тракт, дом 32",На парковке ТЦ. Инструкцию смотрите в приложении Punkt-E.,false,false,С 7:00 до 23:00,false,88002223700,55.79536,49.24746,http://punkt-e.ru,true,,,0,,,2022-07-28T09:26:02.518+02:00,2022-11-16T22:16:04.301+01:00,27,1600601,tokbox,0,,,false,false,1,75,81,false,false,false,,public_station_paid,Type 2,false,,2,0,0,#03C03C,Работает,27,Пункт Е,https://tok-box.ru/,88002223700,support@tok-box.ru,https://play.google.com/store/apps/details?id=com.punkte,https://apps.apple.com/ru/app/punkt-e/id1636198215,TKB,1828,true,https://2chargers.net/uploads/companies/2022-09-19/cde4dfbc-b302-4dc3-9544-50b69b168193.jpg,,,,
2094,"Matkakeidas, Kausala","Sitikkalantie 5, 47400 Kausala, Suomi",,false,false,,false,,60.910912,26.27396,,false,,,0,9,169153,2022-04-18T18:30:54.732+02:00,2022-09-29T15:10:27.015+02:00,,,,0,,,false,false,10,94,,true,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
38741,СК Наб. Челны (Набережная Г. Тукая),"Набережные Челны, набережная Габдуллы Тукая, 2",,false,false,,false,,55.67260121664967,52.293590802238484,,false,,,0,,,2022-11-15T08:38:16.599+01:00,2022-11-16T22:16:35.090+01:00,45,1668497639,azs.sk,1,,,true,false,1,75,217,true,false,false,,public_station_fast,CCS 2,true,,3,0,3,#FE6E00,Не работает,45,ЭЗС СК,,,,https://play.google.com/store/apps/details?id=ru.gridcomrt.car&hl=af&gl=US&pli=1,https://apps.apple.com/ru/app/%D1%8D%D0%B7%D1%81-%D1%81%D0%B5%D1%82%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F/id1643700958,,7590,false,https://2chargers.net/uploads/companies/2022-11-10/04f40ebf-a0cf-4edb-9204-0c43fd53c99b.png,GB/T DC,CHAdeMO,,
1450,Mercedes-Benz Вешки 11 кВт,"улица МКАД 84-й километр, Мытищи, Московская область, Россия, 141031","Зарядка только мерседес. 
Зарядка справа от входа, есть две станции с разъемом Type2. Работает только правая - 11кВт",false,false,С 9 до 18 с понедельника по воскресенье,false,,55.915851,37.583646,,false,,,0,5.9,156890,2022-04-18T18:30:52.588+02:00,2022-09-29T15:10:27.024+02:00,,,,0,,,false,false,1,7,529,false,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
2244,АЗС Газпромнефть ,"Беларусь, Минская область, Борисовский район, Гливинский сельсовет",Любезно предоставили доступ к розетке 220v 16a,false,false,,true,,54.167084,28.569857,,false,,,0,0,140966,2022-04-18T18:30:55.274+02:00,2022-09-29T15:10:27.023+02:00,,,,0,,,false,false,5,32,,true,false,false,,public_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
9416,PortalEnergy UFO #1,ТРЦ Питерленд,"Станция находится на подземной парковке ТРЦ Питерленд на -1 этаже.
После заезда, повернуть направо, проехать до упора, затем повернуть налево и тоже проехать до упора. Станция будет находиться на стене справа. 
Круглосуточная служба поддержки 89315803583",false,false,С 10:00 до 22:00,false,,59.981255,30.210329,,true,,,0,,,2022-05-23T18:09:42.412+02:00,2022-11-16T22:16:04.484+01:00,30,15,portal.energy,0,,,false,false,1,30,1661,true,false,false,,public_station_paid,Type 1,false,,2,0,0,#03C03C,Работает,30,PortalEnergy,https://portalenergy.tech/,88125655059,we@portalenergy.tech,https://play.google.com/store/apps/details?id=com.portal_energy.android,https://apps.apple.com/us/app/portal-energy/id1551935371,PEY,2128,false,https://2chargers.net/uploads/companies/2022-08-03/006780ff-5741-4469-ac44-f2818e1e6c56.png,Type 2,,,
1020,АЗС Лукойл N15,"P345, Пермь, Пермский край, Россия",T-Zone Mennekes Type 2 32 A,true,false,,true,+79223830015,57.91869,56.007151,,false,,,0,10,137849,2022-04-18T18:30:51.237+02:00,2022-09-29T15:10:27.041+02:00,,,,0,,,false,false,1,33,,true,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
38,Гольф клуб «Пирогово» ,"Пироговский, Московская область, Россия, 141015","Розетки 3 штуки 32А 3фазы выдаёт 22квт и 16А 3фазы выдаёт 12кВт с отельными парковочными не занимаемыми местами и знаком.
Для проезда на территорию гольф Клуба нужно иметь либо карту клиента либо позвонить по телефону в ресторан и заказать пропуск +7 (917) 579-25-82.
",false,false,С 10.00 по 23.00,false,,55.99001,37.674806,,false,,,0,9,201602,2022-04-18T18:30:46.716+02:00,2022-09-29T15:10:27.036+02:00,,,,0,,,false,false,1,7,,true,false,false,,public_station,Неизвестная красная (на три фазы),false,,3,0,0,#005B96,Работает,,,,,,,,,,,,,,,
3435,380v На Лукойле,"Базовый пер., 30, Екатеринбург, Свердловская обл., Россия, 620089",На выезде есть 1 розетка 380v. Доступ свободный.,false,false,,true,,56.808266,60.652806,,false,,,0,0,249236,2022-04-18T18:30:58.924+02:00,2022-09-29T15:10:27.037+02:00,,,,0,,,false,false,1,140,137,false,false,false,,public_station,Неизвестная красная (на три фазы),false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
1024,,"ул. Ворошилова, 48, Ижевск, республика Удмуртия, Россия, 426061",,false,false,,false,,56.875696,53.267058,,false,,,1,0,244206,2022-04-18T18:30:51.245+02:00,2022-09-29T15:10:27.038+02:00,,,,0,,,false,false,1,171,221,false,false,false,,home_station,Розетка RU/Euro,false,,1,0,0,#005B96,Работает,,,,,,,,,,,,,,,
1028,Лео Смарт Центр (Coming Soon),"г. Ижевск, ул. Крылова, д.34",Автосалон Volvo Ижевск,false,true,,false,+73412661111,56.841998,53.119616,,false,,,0,0,342541,2022-04-18T18:30:51.254+02:00,2022-09-29T15:10:27.039+02:00,,,,3,,,false,false,1,171,221,false,false,false,,public_station,Type 2,false,,1,0,0,#03C03C,Скоро открытие,,,,,,,,,,,,,,,
38711,СК Казань (ул. Мира),"Казань, улица Мира, 30А",,false,false,,false,,55.863786386302685,49.22146560283277,,false,,,0,,,2022-11-14T09:44:32.648+01:00,2022-11-16T22:16:34.331+01:00,45,1667983493,azs.sk,1,,,true,false,1,75,81,true,false,false,,public_station_fast,CCS 2,true,,3,0,3,#FE6E00,Не работает,45,ЭЗС СК,,,,https://play.google.com/store/apps/details?id=ru.gridcomrt.car&hl=af&gl=US&pli=1,https://apps.apple.com/ru/app/%D1%8D%D0%B7%D1%81-%D1%81%D0%B5%D1%82%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F/id1643700958,,7590,false,https://2chargers.net/uploads/companies/2022-11-10/04f40ebf-a0cf-4edb-9204-0c43fd53c99b.png,GB/T DC,CHAdeMO,,
9765,LightWayStation #4,Радужная 10,Телефон технической поддержки: 89315803583,false,false,,false,,42.983477,47.463057,,true,,,0,,,2022-05-31T18:52:02.174+02:00,2022-11-16T22:16:04.658+01:00,30,16,portal.energy,0,,,false,false,1,243,408,true,false,false,,public_station_paid,Type 2,false,,2,0,0,#03C03C,Работает,30,PortalEnergy,https://portalenergy.tech/,88125655059,we@portalenergy.tech,https://play.google.com/store/apps/details?id=com.portal_energy.android,https://apps.apple.com/us/app/portal-energy/id1551935371,PEY,2128,false,https://2chargers.net/uploads/companies/2022-08-03/006780ff-5741-4469-ac44-f2818e1e6c56.png,Type 1,,,
4010,ТЦ Глобус Коммунарка,"Россия, Москва, поселение Сосенское, квартал № 172","ЭЗС Фора-АС, на парковке ТЦ Глобус Коммунарка. Для активации ЭЗС используйте только предназначенные для этого RFID карты: Фора, МГТС, Моэск, ЭМИ и др. Использование телефонов с технологией NFC, а также пластиковых банковских карт приводит к сбоям в работе ЭЗС и невозможности извлечь зарядный кабель.",false,false,,true,,55.556685148211685,37.49661214649677,,false,,,0,10,241487,2022-04-18T18:31:01.077+02:00,2022-09-29T15:10:27.044+02:00,,,,0,,,false,false,1,10,,true,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
37,Машино деревня Парковка,"Машино деревня, 5, Хотьково, Московская область, Россия, 141361",Условно бесплатная зарядка до 15 КВт Type2. Желательно оплатить переводом по номеру телефона +79661370044. Зарядка 7 квт (1 фаза). ВНИМАНИЕ!: Тип 2 однофазный (7 кВт). Красная розетка трехфазная (15 кВт),false,false,,true,+79661370044,56.275109,38.038894,,false,,5₽/КВт,0,0,266717,2022-04-18T18:30:46.707+02:00,2022-11-12T18:36:51.466+01:00,,,,0,,,false,false,1,7,800,false,false,false,,public_station,Type 2,false,,4,0,0,#03C03C,Работает,,,,,,,,,,,,"Красная, 5-pin 32А","Синяя, 32A",Розетка RU/Euro,
34195,Сервис Гибрид,"Россия, Москва, 1-й Дорожный проезд, 5","Ввод в эксплуатацию: с 20 июля 2022г.
89096611661
Предварительно звонить.
Стоянка охраняемая, можно оставлять заряжать на ночь, всё будет в сохранности. Это бесплатно.",false,false,с 21:00 до 9:00,false,84992862225,55.61489563894279,37.62164767831564,,true,,,0,,,2022-07-10T09:31:35.806+02:00,2022-09-29T15:10:27.059+02:00,,,,0,,155,false,false,1,10,1666,true,false,false,,public_station_paid,"Красная, 5-pin 32А",false,,2,0,0,#005B96,Работает,,,,,,,,,,,,Розетка RU/Euro,,,
3862,Vihreäpysäkki Pello,"kolarintie 9, 95700 Pello Keskus, FIN",,false,false,,false,,66.808442,23.995766,,false,,,0,7.7,88855,2022-04-18T18:31:00.553+02:00,2022-09-29T15:10:27.059+02:00,,,,0,,,true,false,10,77,,true,false,false,,public_station_fast,Type 2,false,,6,0,0,#03C03C,Работает,,,,,,,,,,,,CCS,CHAdeMO,,
8179,Саранск ТЦ МАКС (DC50),"Саранск, ул. Гагарина 99А, ТЦ МАКС",ТЦ МАКС,false,false,,false,,54.165478,45.150507,https://t.me/itcharge,true,,,0,,,2022-04-24T22:02:56.610+02:00,2022-11-16T22:16:11.700+01:00,2,3e2cfef5-ba84-4d15-90e5-4e588ac7c581,itcharge,0,,,true,false,1,71,67,false,false,false,,public_station_paid_fast,CCS 2,false,,3,0,0,#FE6E00,Работает,2,ItCharge,https://itcharge.ru/,84951976463,super@itcharge.ru,https://play.google.com/store/apps/details?id=me.itcharge.main,https://apps.apple.com/ru/app/it-charge/id1544929411,ITC,219,false,https://2chargers.net/uploads/companies/2022-08-03/a9c171ce-72ae-4d8f-88b7-e101e91c1214.png,CHAdeMO,Type 1,,
4539,частный дом,"2-я Пионерская улица, 53, Саратов, Саратовская область, Россия, 410000",,false,false,,false,,51.512504,45.957762,,false,,,0,0,226674,2022-04-18T18:31:02.750+02:00,2022-09-29T15:10:27.068+02:00,,,,0,,,false,false,1,183,259,false,false,false,,public_station,Type 1,false,,1,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
1706,S-market Keitele,"Lossitie 3, 72600 Keitele, Finland",,false,false,,false,,63.179341,26.34134,,false,,,0,0,264750,2022-04-18T18:30:53.360+02:00,2022-09-29T15:10:27.071+02:00,,,,0,,,false,false,10,106,,true,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,,,,,,,,,,,,,,,
8222,Сколково (The Rink) WattsON AC-Charger,"Москва, Сколково, ул.Новая, 100","Зарядная станция на территории ресторана The Rink. Парковка Сколково, первый час бесплатно, далее каждый час - 100 рублей
В рабочее время кафе The Rink час зарядки может составлять 400 рублей (стоимость парковки определяет собственник территории).

https://www.plugshare.com/location/238239",false,false,,false,,55.693005,37.386851,,false,,,0,,,2022-04-24T22:02:57.491+02:00,2022-11-16T22:16:04.526+01:00,2,8a045353-0990-477b-8af8-69299b606009,itcharge,0,,,false,false,1,7,732,false,false,false,,public_station,Type 2,false,,2,0,0,#03C03C,Работает,2,ItCharge,https://itcharge.ru/,84951976463,super@itcharge.ru,https://play.google.com/store/apps/details?id=me.itcharge.main,https://apps.apple.com/ru/app/it-charge/id1544929411,ITC,219,false,https://2chargers.net/uploads/companies/2022-08-03/a9c171ce-72ae-4d8f-88b7-e101e91c1214.png,,,,
