loc_id,name,addr,coords,manufacturer,type_2_num,type_2_power,ccs_num,ccs_power,chademo_num,chademo_power,gbt_num,gbt_power,type_1_num,type_1_power,company,price,working_time,phone,desc,type,country,area,city
1808,КЛУБНЫЙ ПОСЁЛОК «РУССКАЯ КРАСАВИЦА» и Кафе «Вкус Жизни»,"ЛО, Межозерное, «Русская Красавица»","60.375964, 29.135723",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79111727777,Коттеджи для семейного отдыха и уютное домашнее кафе с вкусной здоровой едой,public_station,1.0,35.0,1495.0
38020,E-WAY 22 kW Отель «Gorki Golf & Resort»,"Россия, Ленинградская область, Ломоносовский район, Лопухинское сельское поселение","59.661569, 29.40664",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,E-way,{'type_2': 14.0},,,"Сеть ЭЗС «E-WAY»
Станция 22 кВт в отеле Gorky & Golf Resort 
Необходим свой кабель ",public_station_paid,1.0,35.0,
1815,База отдыха Илоранта,"Россия, Ленинградская область, Выборгский район, Гончаровское сельское поселение, Курортная улица","60.809215, 28.939518",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79217964549,"https://iloranta.ru
Цены очень гуманные
У хозблока выведена розетка 220в с заземлением.
Предварительно лучше предупредить.",public_station,1.0,35.0,
37754,Сосновый Бор,"Россия, Ленинградская область, Сосновый Бор, микрорайон 7А","59.908283, 29.07741",,1,22.0,1,60.0,1,60.0,0,0.0,0,0.0,Electro.Cars,{},,,"
CCS/SAE: 00:00 - 00:00 0 ₽/кВт
CHAdeMO: 00:00 - 00:00 0 ₽/кВт
Type 2: 00:00 - 00:00 0 ₽/кВт",public_station_fast,1.0,35.0,535.0
1995,Ленинградская АЭС,"Sosnovy Bor , 188460 Leningrad Region, RU","59.852259, 29.052456",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,35.0,535.0
9434,Раздолье,"Кемпинг Раздолье, Ленинградское ш., д. 5а, Псков, Псковская обл., Россия, 180005","57.807539, 28.426232",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PortalEnergy,"{'type_2': 12.0, 'type_1': 12.0}",,,"Находится на территории автокемпинга за шлагбаумом на площадке #15. 

Работает через мобильное приложение «Portal Energy”, скачивайте в AppStore и Google Play. 
Стоимость 1 кВт - 15 р. 

Доступ круглосуточный, для въезда обратитесь на ресепшн. Мощность: Type1 - 7 kW, Type2 - 22 kW

Телефон технической поддержки: 89315803583
Производство и установка станций, инвестирование в инфраструктуру -  www.portalenergy.tech",public_station_paid,1.0,195.0,568.0
1821,,"Казарменная ул., Выборг, Ленинградская обл., Россия, 188807","60.730824, 28.686155",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,763.0
2173,"пер. Моторный, 11, Псков, Псковская обл., Россия, 180021","пер. Моторный, 11, Псков, Псковская обл., Россия, 180021","57.82623, 28.347301",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},9.00 - 21.00,+79113599600,"Домашняя зарядная станция, 220В * 16А",public_station,1.0,195.0,568.0
37646,CB00008,"г. Псков, ул. Юбилейная 43б","57.807962, 28.312963",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PortalEnergy,"{'type_2': 13.0, 'type_1': 13.0}",,,Телефон технической поддержки: 89315803583,public_station_paid,1.0,30.0,1661.0
1818,,"Unnamed Road, Ленинградская обл., Россия, 188540","59.872854, 29.166183",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,535.0
1837,"Отель ""Виктория""","набережная 40 летия Комсомола, 1, Выборг, Ленинградская обл., Россия, 188800","60.713945, 28.740288",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{'type_2': 18.0},,,"Бесплатная станция для клиентов отеля ""Виктория"". https://ibc-victoria.com/",public_station_paid,1.0,35.0,763.0
1993,,"Unnamed Road, Ленинградская обл., Россия, 188540","59.872878, 29.166105",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,535.0
526,Отель Арина Р.,"Россия, Псковская область, Пушкиногорский район, деревня Бугрово","57.04190724096516, 28.91299244016409",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+78005057621,2 розетки 220в по запросу и за доп.плату,public_station_paid,1.0,195.0,1303.0
1838,"Яхт-клуб ""Лавола""","Россия, Ленинградская область, Выборг, Фарватерная улица, 7","60.77484756012269, 28.69793828576804",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,35.0,763.0
8327,ARTIS #5 «Дом у моря»,"Ленинградская область, Выборгский район, Приморское городское поселение, территория Высокинская, Морской проезд, 1","60.229936, 29.001606",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,ItCharge,{'type_2': 15.0},,,"Круглосуточно. На парковке дома отдыха «Дом у моря». 
Станция зарядная для электромобилей 22 кВт.  
Максимальная мощность заряда через однофазный кабель - 7кВт. 
При возникнувших трудностях обращайтесь в поддержку - +74951777737",public_station_paid,1.0,35.0,
2175,Гаражный Кооператив За Стадионом Электрон ,"ул. Киселева, д.1, Псков, Псковская обл., Россия, 180016","57.826688, 28.306572",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79118847853,Розетка 220в для экстренных случаев. Звоните - договоримся. Тест-драйв. Консультации по электромобилям. Помощь в приобретении.,public_station,1.0,195.0,568.0
1630,Несте,"Россия, Ленинградская область, Выборгский район, Гончаровское сельское поселение","60.667817, 28.904013",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,Розетка на улице в кафе у парковки,public_station,1.0,35.0,
2012,Мой Дом Home Charger,"А-181, Ленинградская обл., Россия, 188809","60.765371, 28.755714",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,763.0
2172,Автомобильный паркинг Ракета,"Россия, городской округ Псков","57.836421, 28.290023",,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,,{'type_2': 11.0},0-24,+7-911-352-72-08,"На этой локации зарядка автомобилей 
больше НЕ ОСУЩЕСТВЛЯЕТСЯ.
Gen 3 Wall Connector для европейских и американских моделей Tesla находятся по адресу: деревня Загорицы, ул. Окольная, д.4 (в 7 км от данной локации).
При необходимости можно переночевать в дачном домике с видом на реку Великую (имеются: 2 спальных места, телевизор, горячая вода, микроволновка, газовая плита, холодильник, туалет). Стоимость 1 ночи - 1500 руб.

Также предоставляю возможность альтернативной зарядки Вашего автомобиля: буксировка на тросу (рекуперация) 50 руб. - 1 км.",public_station_paid,1.0,195.0,568.0
1998,Роман.,"Unnamed Road, Ленинградская обл., Россия, 188540","59.872861, 29.166243",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,35.0,535.0
9945,"#20, г.Выборг, Ленинградское ш.,д.46",,"60.700284, 28.787506",,1,22.0,1,20.0,1,20.0,0,0.0,0,0.0,RosSeti,"{'type_2': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,"#20, г.Выборг, Ленинградское ш.,д.46",public_station_paid_fast,1.0,35.0,763.0
1959,"АЗС ""Лукойл""","Россия, Ленинградская область, Выборгский район, Красносельское сельское поселение","60.461631, 29.340438",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,Розетка 220В в боксе для набора технической воды,public_station,1.0,35.0,
2174,Hotel Двор Поздноева,"Музейный пер., 1, Псков, Псковская, Россия, 180000","57.810792, 28.337849",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+78112797000,"Парковка отеля, трехфазная розетка на 16А по запросу через ресепшн. 
Добавлена обычная 220в евро (розетка 16а, автомат 25) и есть 32а вилка, см.фото",public_station_paid,1.0,195.0,568.0
1760,10kwt type2 /32a 3phase,"Россия, Ленинградская область, Выборгский район, Приморское городское поселение, ДПК Пионерское озеро","60.39335347808802, 28.93017802387476",,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},"Закрытая территория. Предварительно звоните. 
",+79112298379,"10kWt Tesla type2 / 3 фазы. 
Зарядка на территории ДПК «Пионерское озеро». 
Частная территория, звоните сначала, пожалуйста. 
Private access, call first please. 
Telegram: +7 911 2298379",home_station,1.0,35.0,133.0
619,г. Остров Велейская ул.21,г.Остров Велейская ул.21,"57.354752, 28.365936",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,Заправка Газпромнефть в ящике розетка.,public_station,1.0,195.0,1182.0
40250,SPS00008,"г. Сестрорецк, ул. Академика Вернова, д. 1","60.05893, 29.986781",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PortalEnergy,"{'type_2': 12.0, 'type_1': 12.0}",,,,public_station_paid,1.0,30.0,364.0
9944,Володи Дубинина Парковка,"Россия, Санкт-Петербург, Петергоф, территория Луизино, Новая улица","59.858797, 29.922878",,1,22.0,1,20.0,1,20.0,0,0.0,0,0.0,RosSeti,"{'type_2': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,"Внимание! Станция медленная, всего 20кВт, жители ближайших районов договариваются о времени пользования ЭЗС в tg-чате. Ссылка на него выше.

ABB Terra 23 CJG 20kW CHAdeMO, ccs, Type 2
#19 ev.lenenergo.ru

http://ev.lenenergo.ru",public_station_paid_fast,1.0,30.0,580.0
1606,,г. Луга ул. Горная 29,"58.755709, 29.843575",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},С 9 до 22,,,home_station,1.0,35.0,863.0
1899,"Санаторий ""Сестрорецкий Курорт""","ул. Максима Горького, 2, главный корпус, Сестрорецк, Санкт-Петербург, Россия, 197706","60.116481, 29.949151",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79111421124,AVT&Co Зарядная станция на 44кВт (32А 380В + 32А 380В),public_station,1.0,30.0,364.0
1986,Ресторан Вереск,"Ozero ""Krasavitsa"", Leningradskaya oblast', Russia, 197725","60.24844, 29.782807",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},12.00-23.00,+78124073301,Пуубличные зарядные станции от компании Greencharge.ru,public_station,1.0,35.0,1334.0
1598,,"ул. Центральная, 27, Гостилицы, Ленинградская обл., Россия, 188520","59.748492, 29.63047",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,1275.0
1608,Baza Otdykha Avrora,"Россия, Ленинградская область, Лужский район, Толмачёвское городское поселение","58.795292, 29.921079",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},Уточняйте у Администрации. Время работы администрации с 10 00 до 22 00.,+78126795799,"База отдыха Аврора, шале, виллы, коттеджи, дачи, ресторан, бани. База отдыха. Зарядная станция быстрой зарядки 380 в, 22 кВт, разъём T2, Т3а?, розетка 220в, 32А по предварительному запросу/согласованию с администрацией",public_station,1.0,35.0,
2005,Михайловская 17А,"Михайловская, 17А, Михайловская (Ломоносовский), Ленинградская, Россия, 188515","59.732168, 29.854182",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79626848004,"Лифоводы, все для вас, подзаряжайтесь когда у меня полный бак. Кому не жалко монет, кидайте в почтовый ящик на заборе.))) Зарядник 6 квт. Если машина стоит на зарядке, не значит, что бак не полный)))) Звоните по тел. +79626848004 и я с радостью освобожу место. В планах сделать так, чтобы помещалось 2 машины",public_station,1.0,35.0,872.0
1600,,"Ломоносовский район, п. Жилгородок, СНТ ""Возрождение"", Садовая ул.67, Ленинградская область, Россия","59.820635, 29.867718",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,1243.0
1865,Hotel Novyy Petergoff,"Россия, Санкт-Петербург, Петергоф, Санкт-Петербургский проспект, 34","59.87945458185489, 29.91005502641201",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+78123191010,,public_station_paid,1.0,30.0,580.0
1596,"АЗС ""Газпромнефть""","Пересечение трасс А120 и, 41А-002, Войсковицы, Ленинградская обл., Россия, 188360","59.522558, 29.961221",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,Розетка 220В в боксе для набора воды и несколько розеток 220 и 380 в щитке на задней стене здания АЗС,public_station,1.0,35.0,1274.0
40510,Южные высоты 243,"Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, коттеджный посёлок Южные высоты","59.739239, 29.934676",,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,,{},0-24,+79818505098 Александр,Шлагбаум в поселок открывается по звонку.,public_station,1.0,35.0,2109.0
9447,CB00007,Улица Ленина 21,"61.298782, 29.898949",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PortalEnergy,"{'type_2': 0.0, 'type_1': 0.0}",,,Парковка отеля Терве Ранта Телефон технической поддержки: 89315803583,public_station,1.0,194.0,721.0
1812,Kingwinch wake park на форте Константин,"Россия, Санкт-Петербург, Кронштадт, территория Форт Константин","59.9982939145838, 29.702303521335125",,1,11.0,0,0.0,0,0.0,0,0.0,0,0.0,,{'type_2': 0.0},0-24,,"Находится на территории платной Парковки форта Константин, в конце форта, перед Вейк Станцией.",public_station,1.0,30.0,828.0
40397,"Санкт-Петербург, п. Репино, Зеленогорское ш. 6а","Россия, Санкт-Петербург, Курортный район, посёлок Репино","60.165753, 29.899479",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,RosSeti,{'type_2': 22.0},,,"Санкт-Петербург, п. Репино, Зеленогорское ш. 6а",public_station_paid,1.0,30.0,2099.0
1830,oasis gourmet 63kw,"Россия, Ленинградская область, Выборгский район, Первомайское сельское поселение, посёлок Ленинское, Коттеджный поселок Репинское","60.19506090310789, 29.92102190852165",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,35.0,1382.0
1591,Заплюсье Ленинградское ш. 27,"Россия, Псковская область, Плюсский район, муниципальное образование Заплюсье","58.432609, 29.743173",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79817031275,Шиномонтаж круглосуточно нормальные ребята . Розетка на улице. Берут 100 руб за час,public_station,1.0,195.0,
2006,,"Михайловская, 15А, Михайловская (Ломоносовский), Ленинградская, Россия, 188515","59.732155, 29.854203",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,872.0
622,"#21, пос.Огоньки","Россия, Ленинградская область, Выборгский район, Первомайское сельское поселение, река Птичья","60.300474, 29.803094",,1,22.0,1,20.0,1,20.0,0,0.0,0,0.0,RosSeti,"{'type_2': 22.0, 'ccs': 22.0, 'chademo': 22.0}",,,"#21, пос.Огоньки",public_station_paid_fast,1.0,35.0,
2044,Fika Camping,"Россия, Республика Карелия, Лахденпохский район, Мийнальское сельское поселение","61.482406, 30.000261",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,194.0,
1997,Россети Электротранспорт,"Учебный центр «Ленэнерго» ,  пос.Терволово, RU","59.669672, 29.879301",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+78007001471,"EV-Box 1*22kW: Type2

#57 ev.lenenergo.ru
#56 ev.lenenergo.ru

Получите карту доступа в центре обслуживания клиентов ""Ленэнерго"": ул. Красного Текстильщика, 10-12, лит. О

http://ev.lenenergo.ru",public_station,1.0,35.0,1341.0
40531,Курорт «Лесная Рапсодия»,"Большое Симагинское оз., Ленинградская обл., Россия","60.248778, 29.777409",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,Touch,{'type_2': 20.0},,,,public_station_paid,1.0,30.0,834.0
1967,Угребись,"Гостиничная ул., 2, посёлок ж.-д. станции Лосево","60.679795, 30.001901",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79117287050,,public_station,1.0,35.0,1090.0
39623,EVT 378,"Ленинградская область, Ломоносовский муниципальный район, Низинское сельское поселении, ЗАО ""Петродворцовое"", Ропшинское шоссе","59.825478, 29.93213",,0,0.0,1,120.0,1,90.0,1,120.0,0,0.0,EV-Time,"{'gbt': 18.0, 'ccs': 18.0, 'chademo': 18.0}",,,,public_station_paid_fast,1.0,35.0,
39519,Терволово 2,"Россия, Ленинградская область, Гатчинский район, Пудостьское сельское поселение, посёлок Терволово","59.669738, 29.879211",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,RosSeti,{'type_2': 22.0},,,Терволово 2,public_station_paid,1.0,35.0,1341.0
2169,Татнефть (220в беседке),"Россия, Ленинградская область, Луга","58.73203576253334, 29.88136243075132",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,35.0,863.0
1898,,"11 Таможенная дорога, Сестрорецк, Санкт-Петербург, Россия, 197739","60.131365, 29.942878",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,30.0,364.0
1928,,"Князево 44, Ленинградская, Россия, 198510","59.851496, 29.899345",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,home_station,1.0,35.0,601.0
1923,Приморское шоссе 593 б,Санкт-Петербург Приморское шоссе 593 б,"60.195472, 29.664251",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,6 парковочных мест для электромобилей с розетками 220 вольной 16 ампер,public_station,1.0,30.0,834.0
39434,Приозерский район,"Приозерский район, д.Варшко","60.678115, 30.007172",,0,0.0,1,120.0,1,50.0,1,120.0,0,0.0,E-way,"{'gbt': 20.0, 'ccs': 20.0, 'chademo': 20.0}",,,,public_station_paid_fast,1.0,35.0,1991.0
1962,Старая Мельница,"Приморского шоссе, 7А, Солнечное, Санкт-Петербург, Россия, 197739","60.135113, 29.941102",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,30.0,867.0
38971,"Лукойл, А-121, д. Варшко, Лен. область","Лукойл, А-121, д. Варшко, Лен. область","60.670464, 30.019006",,0,0.0,1,150.0,1,60.0,1,90.0,0,0.0,Sitronics,"{'gbt': 20.0, 'ccs': 20.0, 'chademo': 20.0}",0-24,,Слева от минимаркета на территории АЗС,public_station_paid_fast,1.0,35.0,1991.0
1820,Президент Отель Ресторан,"Приморское шоссе, 572, Зеленогорск, Санкт-Петербург, Россия, 197720","60.191652, 29.654241",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79219367589,,public_station,1.0,30.0,834.0
1807,"Горнолыжный курорт ""Снежный""","Россия, Ленинградская область, Приозерский район, Красноозёрное сельское поселение, территория горнолыжного курорта Снежный","60.526378, 29.772939",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,,public_station,1.0,35.0,
38561,"Сестрорецк, ул. Академика Вернова, д. 1. Теннисный клуб Разлив","Россия, Санкт-Петербург, Сестрорецк, улица Академика Вернова, 1","60.058869, 29.986852",,1,22.0,0,0.0,0,0.0,0,0.0,1,9.0,RosSeti,"{'type_2': 22.0, 'type_1': 22.0}",,,"Сестрорецк, ул. Академика Вернова, д. 1. Теннисный клуб Разлив",public_station_paid,1.0,30.0,364.0
1914,"Парк-отель ""Золотая Долина""","Россия, Ленинградская область, Приозерский район, Красноозёрное сельское поселение, территория горнолыжного курорта Золотая Долина","60.521504, 29.760805",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,"На территории отеля ""Золотая долина"". Парковка за магазином, на здании магазина слева от входа есть наружная розетка. Потребуется удлинитель 10 м.",public_station,1.0,35.0,
1599,Кафе МЕЧТА,"Россия, Ленинградская область, Лужский район, Володарское сельское поселение, деревня Городец","58.54578, 29.812056",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},С 11:00 - 0:00,+79062266499,"Уютная кафешка с норм. Чистым туалетом, асфальтовой парковкой, приветливым персоналом и вкусной кухней.",public_station,1.0,35.0,2077.0
597,СНТ Фауна,"Россия, Ленинградская область, Ломоносовский район, Пениковское сельское поселение, садоводческое некоммерческое товарищество Фауна, 2-я Лесная линия","59.83597715950104, 29.739824943244457",,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,,{},,,,home_station,1.0,35.0,1060.0
1828,"Парк-отель ""Кантри""","Большая Купальная улица (Александровская), 28, Александровская, город Санкт-Петербург, Россия","60.049191, 29.966559",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79111421124,"AVT&Co
16А 220V Type 2 / 32A 380V Type 2 / 16A 220V Schuko",public_station,1.0,30.0,364.0
1950,Разводная Улица ,"41А-007, 49, Санкт-Петербург, Россия, 198516","59.881724, 29.903757",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,"На столбе розетка, высота 3.2 м",public_station,1.0,30.0,580.0
2355,Зарядная станция Portal Energy,"Ул. Ленина, 21, Куркиеки, Респ. Карелия","61.29984, 29.893833",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,public_station,1.0,194.0,721.0
39518,Терволово 1,"Россия, Ленинградская область, Гатчинский район, Пудостьское сельское поселение, посёлок Терволово","59.669717, 29.879358",,1,22.0,0,0.0,0,0.0,0,0.0,0,0.0,RosSeti,{'type_2': 22.0},,,Терволово 1,public_station_paid,1.0,35.0,1341.0
2075,,"ул. Ленина, 21, Куркиеки, Респ. Карелия, Россия, 186710","61.298774, 29.89905",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,194.0,721.0
1732,Турбаза (Coming Soon),"Unnamed Road, Берёзово, Ленинградская обл., Россия, 188751","61.161555, 29.876493",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},24,+79216212640,Скоро появиться,public_station,1.0,35.0,1277.0
1620,Отель Глобус,"Россия, Ленинградская область, Луга, Комсомольский проспект, 54к2","58.732332991094594, 29.87934943288565",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,Розетка 220в над входными дверьми справа сверху.,public_station,1.0,35.0,863.0
1824,Уличная Розетка У Пляжа Райский Плаж,"751-й километр; поселок Комарово, Санкт-Петербург, Россия, 197733","60.172664, 29.806281",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,,"Розетка 220В около пляжа Райский пляж. В части щитков есть напряжение. Лучше иметь удлинитель. Это если совсем негде заправится, то подойдёт.",public_station,1.0,30.0,1311.0
9044,Роснефть Ленэнерго #55,"Россия, Санкт-Петербург, Лахтинский проспект, 2к5","59.98878329115877, 30.17437599599361",,1,43.0,1,50.0,1,50.0,0,0.0,0,0.0,,"{'type_2': 0.0, 'ccs': 0.0, 'chademo': 0.0}",0-24,,"#55 Россети. Электротранспорт
ABB Terra 53 CJG 50kW: CHAdeMO, CCS, Type 2",public_station_fast,1.0,30.0,1661.0
1826,,"Лесной Парк КП поселок, 13, Юкковское, Ленинградская область, Россия, 188653","60.182578, 30.138725",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},,,,home_station,1.0,35.0,1310.0
39620,EVT 375,"Гатчина, ул. Генерала Кныша, д. 2А","59.563811, 30.09369",,0,0.0,1,120.0,1,90.0,1,120.0,0,0.0,EV-Time,"{'gbt': 18.0, 'ccs': 18.0, 'chademo': 18.0}",,,,public_station_paid_fast,1.0,35.0,131.0
1840,База отдыха «Рыбная Слобода»,"Россия, Ленинградская область, Приозерский район, Ларионовское сельское поселение","60.945236, 30.051357",,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,{},0-24,+79990622302,"Предоставляется бесплатная зарядка постояльцам.
Сечение 2.5, кабель не греется при заряде 3,3квт/ч

https://rybsloboda.com",public_station,1.0,35.0,
