id,name,address,description,locked,under_repair,working_hours,working_all_time,phone,latitude,longitude,url,paid,paid_value,paid_description,accessibility_id,score,plug_share_id,created_at,updated_at,company_id,provider_id,provider_type,available_id,deleted_at,user_id,is_fast,is_single_charging_station,country_id,area_id,city_id,is_geo_processed,is_hidden,is_disappeared_in_provider,landing_url_button_action,icon_type,exist_connectors,is_new,preview_photo,connector_stats,availability_scheme,color_availability_scheme,available_for_humans,serving_company
1995,Ленинградская АЭС,"Sosnovy Bor , 188460 Leningrad Region, RU",,False,False,,True,,59.852259,29.052456,,False,,,0,0.0,101602.0,2022-04-18T18:30:54.389+02:00,2022-09-29T15:10:28.693+02:00,,,,0,,,False,False,1.0,35.0,535.0,False,False,False,,public_station,['Type 2'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
9434,Раздолье,"Кемпинг Раздолье, Ленинградское ш., д. 5а, Псков, Псковская обл., Россия, 180005","Находится на территории автокемпинга за шлагбаумом на площадке #15. 

Работает через мобильное приложение «Portal Energy”, скачивайте в AppStore и Google Play. 
Стоимость 1 кВт - 15 р. 

Доступ круглосуточный, для въезда обратитесь на ресепшн. Мощность: Type1 - 7 kW, Type2 - 22 kW

Телефон технической поддержки: 89315803583
Производство и установка станций, инвестирование в инфраструктуру -  www.portalenergy.tech",False,False,,False,,57.807565,28.4261,,True,,,0,,,2022-05-23T18:09:42.583+02:00,2022-11-19T15:48:07.823+01:00,30.0,48,portal.energy,1,,,False,False,1.0,195.0,568.0,False,False,False,,public_station_paid,"['Type 2', 'Type 1']",False,,"{'all': 2, 'busy': 0, 'failed': 2}",AC,#03C03C,Не работает,"{'id': 30, 'name': 'PortalEnergy', 'url': 'https://portalenergy.tech/', 'phone': '88125655059', 'email': 'we@portalenergy.tech', 'google_play_url': 'https://play.google.com/store/apps/details?id=com.portal_energy.android', 'app_store_url': 'https://apps.apple.com/us/app/portal-energy/id1551935371', 'party_id': 'PEY', 'user_id': 2128, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/006780ff-5741-4469-ac44-f2818e1e6c56.png'}"
9945,"#20, г.Выборг, Ленинградское ш.,д.46",,"#20, г.Выборг, Ленинградское ш.,д.46",False,False,,False,,60.700284,28.787506,,False,,,0,,,2022-06-23T09:23:06.471+02:00,2022-11-19T15:48:10.692+01:00,32.0,161,ros.seti,0,,,True,False,1.0,35.0,763.0,True,False,False,,public_station_fast,"['Type 2', 'CHAdeMO', 'CCS 2']",False,,"{'all': 3, 'busy': 2, 'failed': 0}",DC,#FE6E00,Работает,"{'id': 32, 'name': 'RosSeti', 'url': None, 'phone': None, 'email': None, 'google_play_url': 'https://play.google.com/store/apps/details?id=com.rosseti.RSEM', 'app_store_url': 'https://apps.apple.com/ru/app/rs-em/id1607405743', 'party_id': 'RST', 'user_id': 2154, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/c39c1785-bac7-43f6-aff5-8b80b9cf5328.png'}"
1993,,"Unnamed Road, Ленинградская обл., Россия, 188540",,False,False,,False,,59.872878,29.166105,,False,,,1,0.0,342571.0,2022-04-18T18:30:54.383+02:00,2022-09-29T15:10:29.874+02:00,,,,0,,,False,False,1.0,35.0,535.0,False,False,False,,home_station,['Type 1'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
2171,Charger Station Pskov,"Псковская обл., Псковский р-н, дер. Родина",,False,False,9.00-21.00,False,,57.824133,28.250993,,False,,200 руб/час,1,0.0,178356.0,2022-04-18T18:30:55.021+02:00,2022-09-29T15:10:30.003+02:00,,,,0,,,False,False,1.0,195.0,927.0,False,False,False,,home_station,['Type 2'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1630,Несте,"Скандинавия автодорога, Гончаровское, Ленинградская область, Россия, 188901",Розетка на улице в кафе у парковки,False,False,,True,,60.667817,28.904013,,False,,,0,0.0,134664.0,2022-04-18T18:30:53.080+02:00,2022-09-29T15:10:30.300+02:00,,,,0,,,False,False,1.0,35.0,,True,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
2173,"пер. Моторный, 11, Псков, Псковская обл., Россия, 180021","пер. Моторный, 11, Псков, Псковская обл., Россия, 180021","Домашняя зарядная станция, 220В * 16А",False,False,9.00 - 21.00,False,+79113599600,57.82623,28.347301,,False,,100 р/час,0,0.0,299481.0,2022-04-18T18:30:55.026+02:00,2022-09-29T15:10:30.441+02:00,,,,0,,,False,False,1.0,195.0,568.0,False,False,False,,public_station,"['Type 1', 'Розетка RU/Euro']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1760,10kwt type2 /32a 3phase,"Россия, Ленинградская область, Выборгский район, Приморское городское поселение, ДПК Пионерское озеро","10kWt Tesla type2 / 3 фазы. 
Зарядка на территории ДПК «Пионерское озеро». 
Частная территория, звоните сначала, пожалуйста. 
Private access, call first please. 
Telegram: +7 911 2298379",False,False,"Закрытая территория. Предварительно звоните. 
",False,+79112298379,60.39335347808802,28.93017802387476,,False,,,1,0.0,323252.0,2022-04-18T18:30:53.670+02:00,2022-09-29T15:10:30.788+02:00,,,,0,,,False,False,1.0,35.0,133.0,False,False,False,,home_station,"['Красная, 5-pin 32А', 'Type 2']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
38020,E-WAY 22 kW Отель «Gorki Golf & Resort»,"Россия, Ленинградская область, Ломоносовский район, Лопухинское сельское поселение","Сеть ЭЗС «E-WAY»
Станция 22 кВт в отеле Gorky & Golf Resort 
Необходим свой кабель ",False,False,,False,,59.661569,29.40664,,True,,,0,,,2022-09-13T16:52:05.042+02:00,2022-11-19T15:48:11.099+01:00,19.0,563224,E-way,0,,,False,False,1.0,35.0,,True,False,False,,public_station_paid,['Type 2'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,"{'id': 19, 'name': 'E-way', 'url': 'https://e-way.ru/', 'phone': '84956212617', 'email': 'sales@e-way.ru', 'google_play_url': 'https://play.google.com/store/apps/details?id=com.lilekov.eway', 'app_store_url': 'https://apps.apple.com/us/app/e-way/id1601595469', 'party_id': 'EWA', 'user_id': 5998, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/4592f11c-0bca-42e2-88ca-4d13e261cf05.png'}"
1637,АЗС BP,"А-181, Ленинградская обл., Россия, 188861","Есть две розетки на 220В справа от здания АЗС, заправщик сказал что ""сделали специально для электромобилей"". Также когда в районе нет света на АЗС автоматически запускается ДГС, там 380В, можно заряжаться от него.",False,False,,True,,60.46156,29.336073,,False,,,0,9.0,183034.0,2022-04-18T18:30:53.110+02:00,2022-09-29T15:10:30.946+02:00,,,,0,,,False,False,1.0,35.0,,True,False,False,,public_station,"['Розетка RU/Euro', 'Type 1']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1998,Роман.,"Unnamed Road, Ленинградская обл., Россия, 188540",,False,False,,False,,59.872861,29.166243,,False,,,0,0.0,301486.0,2022-04-18T18:30:54.400+02:00,2022-09-29T15:10:31.150+02:00,,,,0,,,False,False,1.0,35.0,535.0,False,False,False,,public_station,['Type 1'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
2175,Гаражный Кооператив За Стадионом Электрон ,"ул. Киселева, д.1, Псков, Псковская обл., Россия, 180016",Розетка 220в для экстренных случаев. Звоните - договоримся. Тест-драйв. Консультации по электромобилям. Помощь в приобретении.,False,False,,True,+79118847853,57.826688,28.306572,,False,,,0,0.0,215181.0,2022-04-18T18:30:55.032+02:00,2022-09-29T15:10:31.190+02:00,,,,0,,,False,False,1.0,195.0,568.0,False,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
2172,Автомобильный паркинг Ракета,"Россия, городской округ Псков","Gen 3 Wall Connector от Тесла.
Если вам ОЧЕНЬ надо - звоните. 
Разъём Type 2. 10₽ - кВт, 100₽ парковка.",False,False,,True,+79113527208,57.836421,28.290023,,True,,5 рублей,0,0.0,357492.0,2022-04-18T18:30:55.024+02:00,2022-09-29T15:10:31.189+02:00,,,,0,,,False,False,1.0,195.0,568.0,False,False,False,,public_station_paid,"['Type 2', 'Tesla US']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1808,КЛУБНЫЙ ПОСЁЛОК «РУССКАЯ КРАСАВИЦА» и Кафе «Вкус Жизни»,"ЛО, Межозерное, «Русская Красавица»",Коттеджи для семейного отдыха и уютное домашнее кафе с вкусной здоровой едой,False,False,10.00-22.00,True,+79111727777,60.375964,29.135723,,False,,,0,0.0,324954.0,2022-04-18T18:30:53.846+02:00,2022-09-29T15:10:31.501+02:00,,,,0,,,False,False,1.0,35.0,1495.0,False,False,False,,public_station,['Tesla US'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
2174,Hotel Двор Поздноева,"Музейный пер., 1, Псков, Псковская, Россия, 180000","Парковка отеля, трехфазная розетка на 16А по запросу через ресепшн. 
Добавлена обычная 220в евро (розетка 16а, автомат 25) и есть 32а вилка, см.фото",False,False,,True,+78112797000,57.810792,28.337849,,False,,Уточняйте у администрации,0,9.0,184121.0,2022-04-18T18:30:55.029+02:00,2022-09-29T15:10:29.503+02:00,,,,0,,,False,False,1.0,195.0,568.0,False,False,False,,public_station,"['Розетка RU/Euro', 'Красная, 5-pin 32А', 'Красная, 5-pin 16А']",False,,"{'all': 3, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1818,,"Unnamed Road, Ленинградская обл., Россия, 188540",,False,False,,False,,59.872854,29.166183,,False,,,1,0.0,300859.0,2022-04-18T18:30:53.867+02:00,2022-09-29T15:10:29.669+02:00,,,,0,,,False,False,1.0,35.0,535.0,False,False,False,,home_station,['Type 1'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1838,"Яхт-клуб ""Лавола""","Россия, Ленинградская область, Выборг, Фарватерная улица, 7",,False,False,,False,,60.774847560122694,28.697938285768036,,False,,,0,0.0,310824.0,2022-04-18T18:30:53.917+02:00,2022-09-29T15:10:31.868+02:00,,,,0,,,False,False,1.0,35.0,763.0,False,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
619,г. Остров Велейская ул.21,г.Остров Велейская ул.21,Заправка Газпромнефть в ящике розетка.,False,False,,True,,57.354752,28.365936,,False,,,0,0.0,334648.0,2022-04-18T18:30:49.170+02:00,2022-09-29T15:10:30.619+02:00,,,,0,,,False,False,1.0,195.0,1182.0,False,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1821,,"Казарменная ул., Выборг, Ленинградская обл., Россия, 188807",,False,False,,False,,60.730824,28.686155,,False,,,1,0.0,164300.0,2022-04-18T18:30:53.873+02:00,2022-09-29T15:10:30.836+02:00,,,,0,,,False,False,1.0,35.0,763.0,False,False,False,,home_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1837,"Отель ""Виктория""","набережная 40 летия Комсомола, 1, Выборг, Ленинградская обл., Россия, 188800","Бесплатная станция для клиентов отеля ""Виктория"". https://ibc-victoria.com/",False,False,,False,,60.713945,28.740288,,True,,,0,0.0,372318.0,2022-04-18T18:30:53.915+02:00,2022-09-29T15:10:30.844+02:00,,,,0,,,False,False,1.0,35.0,763.0,False,False,False,,public_station_paid,['Type 2'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
526,Отель Арина Р.,"Россия, Псковская область, Пушкиногорский район, деревня Бугрово",2 розетки 220в по запросу и за доп.плату,False,False,,True,+78005057621,57.04190724096516,28.912992440164086,,True,,"Уточняйте на ресепшн отеля возможность и стоимость, по состоянию на апрель.21 розетка за 500 ₽/сутки",0,0.0,313703.0,2022-04-18T18:30:48.874+02:00,2022-09-29T15:10:30.968+02:00,,,,0,,,False,False,1.0,195.0,1303.0,False,False,False,,public_station_paid,['Розетка RU/Euro'],False,,"{'all': 2, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1815,База отдыха Илоранта,"Новая Илоранта Станция Гвардейское, Выборгский район, Ленинградская область, Россия","https://iloranta.ru
Цены очень гуманные
У хозблока выведена розетка 220в с заземлением.
Предварительно лучше предупредить.",False,False,,True,+79217964549,60.809215,28.939518,,False,,Предоставляют бесплатно для постояльцев,0,0.0,291005.0,2022-04-18T18:30:53.861+02:00,2022-09-29T15:10:30.982+02:00,,,,0,,,False,False,1.0,35.0,,True,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
2012,Мой Дом Home Charger,"А-181, Ленинградская обл., Россия, 188809",,False,False,,False,,60.765371,28.755714,,False,,,1,0.0,270555.0,2022-04-18T18:30:54.445+02:00,2022-09-29T15:10:31.158+02:00,,,,0,,,False,False,1.0,35.0,763.0,False,False,False,,home_station,"['Type 1', 'Розетка RU/Euro']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
8327,ARTIS #5,"Россия, Ленинградская область, Выборгский район, Приморское городское поселение, территория Высокинская, Морской проезд, 1","Круглосуточно. На парковке дома отдыха «Дом у моря». Станция зарядная для электромобилей 22 кВт.  
Максимальная мощность заряда через однофазный кабель - 7кВт. При возникнувших трудностях обращайтесь в поддержку -
+7 495 177-77-37",False,False,,False,,60.229936,29.001606,,False,,,0,,,2022-04-29T18:28:03.265+02:00,2022-11-19T15:48:12.503+01:00,2.0,76d04708-15aa-40b5-9140-7e3c64b70924,itcharge,0,,,False,False,1.0,35.0,,True,False,False,,public_station,['Type 2'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,"{'id': 2, 'name': 'ItCharge', 'url': 'https://itcharge.ru/', 'phone': '84951976463', 'email': 'super@itcharge.ru', 'google_play_url': 'https://play.google.com/store/apps/details?id=me.itcharge.main', 'app_store_url': 'https://apps.apple.com/ru/app/it-charge/id1544929411', 'party_id': 'ITC', 'user_id': 219, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/a9c171ce-72ae-4d8f-88b7-e101e91c1214.png'}"
9944,Володи Дубинина Парковка,"Россия, Санкт-Петербург, Петергоф, территория Луизино, Новая улица","Внимание! Станция медленная, всего 20кВт, жители ближайших районов договариваются о времени пользования ЭЗС в tg-чате. Ссылка на него выше.

ABB Terra 23 CJG 20kW CHAdeMO, ccs, Type 2
#19 ev.lenenergo.ru

http://ev.lenenergo.ru",False,False,,False,,59.858797,29.922878,https://t.me/+1vz9-VfyphY4MjEy,False,,,0,,,2022-06-23T09:23:06.284+02:00,2022-11-19T15:48:10.415+01:00,32.0,160,ros.seti,0,,,True,False,1.0,30.0,580.0,True,False,False,,public_station_fast,"['Type 2', 'CHAdeMO', 'CCS 2']",False,,"{'all': 3, 'busy': 2, 'failed': 0}",DC,#FE6E00,Работает,"{'id': 32, 'name': 'RosSeti', 'url': None, 'phone': None, 'email': None, 'google_play_url': 'https://play.google.com/store/apps/details?id=com.rosseti.RSEM', 'app_store_url': 'https://apps.apple.com/ru/app/rs-em/id1607405743', 'party_id': 'RST', 'user_id': 2154, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/c39c1785-bac7-43f6-aff5-8b80b9cf5328.png'}"
1870,азс киришиавтосервис,"Россия, Санкт-Петербург, посёлок Лисий Нос, Приморское шоссе, 142",Розетка на азс кириши,False,False,,True,,60.03341568226081,29.982329495251175,,False,,,0,0.0,318965.0,2022-04-18T18:30:54.007+02:00,2022-09-29T15:10:27.527+02:00,,,,0,,,False,False,1.0,30.0,1715.0,True,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1899,"Санаторий ""Сестрорецкий Курорт""","ул. Максима Горького, 2, главный корпус, Сестрорецк, Санкт-Петербург, Россия, 197706",AVT&Co Зарядная станция на 44кВт (32А 380В + 32А 380В),False,False,,True,+79111421124,60.116481,29.949151,,False,,,0,10.0,173243.0,2022-04-18T18:30:54.089+02:00,2022-09-29T15:10:27.730+02:00,,,,0,,,False,False,1.0,30.0,364.0,False,False,False,,public_station,['Type 2'],False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
9447,CB00007,Улица Ленина 21,Парковка отеля Терве Ранта Телефон технической поддержки: 89315803583,False,False,,False,,61.298782,29.898949,,False,,,0,,,2022-05-23T18:09:42.681+02:00,2022-11-19T15:48:08.827+01:00,30.0,91,portal.energy,1,,,False,False,1.0,194.0,721.0,True,False,False,,public_station,"['Type 1', 'Type 2']",False,,"{'all': 2, 'busy': 0, 'failed': 2}",AC,#03C03C,Не работает,"{'id': 30, 'name': 'PortalEnergy', 'url': 'https://portalenergy.tech/', 'phone': '88125655059', 'email': 'we@portalenergy.tech', 'google_play_url': 'https://play.google.com/store/apps/details?id=com.portal_energy.android', 'app_store_url': 'https://apps.apple.com/us/app/portal-energy/id1551935371', 'party_id': 'PEY', 'user_id': 2128, 'is_messages_enabled': False, 'image_url': 'https://2chargers.net/uploads/companies/2022-08-03/006780ff-5741-4469-ac44-f2818e1e6c56.png'}"
1807,"Горнолыжный курорт ""Снежный""","Ленинградская область, Приозерский район, Коробицыно",,False,False,,True,,60.526378,29.772939,,False,,,0,0.0,309905.0,2022-04-18T18:30:53.844+02:00,2022-09-29T15:10:28.594+02:00,,,,0,,,False,False,1.0,35.0,,True,False,False,,public_station,['Неизвестная красная (на три фазы)'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1928,,"Князево 44, Ленинградская, Россия, 198510",,False,False,+79516690049,True,,59.851496,29.899345,,False,,,1,0.0,180033.0,2022-04-18T18:30:54.182+02:00,2022-09-29T15:10:29.000+02:00,,,,0,,,False,False,1.0,35.0,601.0,False,False,False,,home_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
2355,Зарядная станция Portal Energy,"Ул. Ленина, 21, Куркиеки, Респ. Карелия",,False,False,,False,,61.29984,29.893833,,False,,,0,0.0,359295.0,2022-04-18T18:30:55.724+02:00,2022-09-29T15:10:29.285+02:00,,,,0,,,False,False,1.0,194.0,721.0,False,False,False,,public_station,"['Type 1', 'Type 2']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1812,Kingwinch wake park на форте Константин,"Россия, Санкт-Петербург, Кронштадт, территория Форт Константин","Находится на территории платной Парковки форта Константин, в конце форта, перед Вейк Станцией.",False,False,,True,,59.9982939145838,29.702303521335125,,False,,,0,0.0,340006.0,2022-04-18T18:30:53.854+02:00,2022-09-29T15:10:29.647+02:00,,,,0,,,False,False,1.0,30.0,828.0,False,False,False,,public_station,"['Type 2', 'Розетка RU/Euro']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1608,Baza Otdykha Avrora,"188261, Ленинградская область, Лужский район, деревня Средние Крупели, территория базы отдыха Аврора, 58.794523, 29.924598","База отдыха Аврора, шале, виллы, коттеджи, дачи, ресторан, бани. База отдыха. Зарядная станция быстрой зарядки 380 в, 22 кВт, разъём T2, Т3а?, розетка 220в, 32А по предварительному запросу/согласованию с администрацией",True,False,Уточняйте у Администрации. Время работы администрации с 10 00 до 22 00.,False,+78126795799,58.795292,29.921079,,False,,"Уточняйте у администрации, проживающим/гостям ресторана бесплатно",0,0.0,314009.0,2022-04-18T18:30:53.008+02:00,2022-09-29T15:10:29.650+02:00,,,,0,,,False,False,1.0,35.0,,True,False,False,,public_station,"['Розетка RU/Euro', 'Type 2', 'Неизвестная красная (на три фазы)']",False,,"{'all': 3, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
597,СНТ Фауна,"Россия, Ленинградская область, Ломоносовский район, Пениковское сельское поселение, садоводческое некоммерческое товарищество Фауна, 2-я Лесная линия",,False,False,,False,,59.835977159501034,29.739824943244457,,False,,,1,0.0,86903.0,2022-04-18T18:30:49.102+02:00,2022-09-29T15:10:29.662+02:00,,,,0,,,False,False,1.0,35.0,1060.0,False,False,False,,home_station,"['Розетка RU/Euro', 'Type 1']",False,,"{'all': 2, 'busy': 0, 'failed': 0}",AC,#03C03C,Работает,
1820,Президент Отель Ресторан,"Приморское шоссе, 572, Зеленогорск, Санкт-Петербург, Россия, 197720",,False,False,,True,+79219367589,60.191652,29.654241,,False,,Бесплатно для клиентов,0,0.0,211393.0,2022-04-18T18:30:53.871+02:00,2022-09-29T15:10:29.672+02:00,,,,0,,,False,False,1.0,30.0,834.0,False,False,False,,public_station,['Неизвестная красная (на три фазы)'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
2169,Татнефть (220в беседке),"Россия, Ленинградская область, Луга",,False,False,,True,,58.73203576253334,29.88136243075132,,False,,,0,0.0,359062.0,2022-04-18T18:30:55.016+02:00,2022-09-29T15:10:29.736+02:00,,,,0,,,False,False,1.0,35.0,863.0,False,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
1962,Старая Мельница,"Приморского шоссе, 7А, Солнечное, Санкт-Петербург, Россия, 197739",,False,False,,True,,60.135113,29.941102,,False,,,0,0.0,273382.0,2022-04-18T18:30:54.282+02:00,2022-09-29T15:10:29.750+02:00,,,,0,,,False,False,1.0,30.0,867.0,False,False,False,,public_station,['Розетка RU/Euro'],False,,"{'all': 1, 'busy': 0, 'failed': 0}",LV,#005B96,Работает,
